,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
6146,Suipacha,Orquesta Osvaldo Pugliese,Instrumental,1956-10-26,Buenos Aires,Tango,Eduardo Arolas,,,Odeon 52047 21473,
6147,Sur,Orquesta Aníbal Troilo,Roberto Goyeneche,1971-04-26,Buenos Aires,Tango,Aníbal Troilo,Homero Manzi,1948,RCA-Victor AVL-4025 11198,
6148,Sur,Orquesta Aníbal Troilo,Edmundo Rivero,1956-08-08,Buenos Aires,Tango,Aníbal Troilo,Homero Manzi,1948,T.K. SB35003 1297,
6149,Sur,Orquesta Aníbal Troilo,Edmundo Rivero,1948-02-23,Buenos Aires,Tango,Aníbal Troilo,Homero Manzi,1948,RCA-Victor 60-1555 83844,647
6150,Sur,Orquesta Francisco Rotundo,Floreal Ruiz,1948-12-14,Buenos Aires,Tango,Aníbal Troilo,Homero Manzi,1948,Odeon 30651 17165,
6151,Sur,Orquesta Luis Caruso,Julio Sosa,1948-06-25,Montevideo,Tango,Aníbal Troilo,Homero Manzi,1948,Sondor 5157-B 2098,
6152,Sur,Orquesta Osvaldo Pugliese,Abel Córdoba,1976-10-14,Buenos Aires,Tango,Aníbal Troilo,Homero Manzi,1948,Odeon 6933 43169,
6158,Sus ojos se cerraron,Orquesta Francisco Rotundo,Jorge Durán,1955-12-06,Buenos Aires,Tango,Carlos Gardel,Alfredo Le Pera,1935,Odeon 14142 MAI-1768,
6159,Sus ojos se cerraron,Orquesta Leopoldo Federico,Julio Sosa,1961-08-18,Buenos Aires,Tango,Carlos Gardel,Alfredo Le Pera,1935,CBS-Columbia 8307 2660,
6160,Sus ojos se cerraron,Orquesta Terig Tucci,Carlos Gardel,1935-03-19,New York,Tango,Carlos Gardel,Alfredo Le Pera,1935,Victor BVE-89225/1,1106
6161,Sus ojos se cerraron,Orquesta Francisco Canaro,Nelly Omar,1947-03-26,Buenos Aires,Tango,Carlos Gardel,Alfredo Le Pera,1935,Odeon 5294 16335,
6164,T.B.C.,Orquesta Alfredo De Angelis,Lalo Martel,1960-10-19,Buenos Aires,Tango,Ascanio Donato,"Víctor Soliño, Roberto Fontaina",1928,Odeon 52658-B 25809,4033
6165,T.B.C.,Sexteto Carlos Di Sarli,Instrumental,1928-11-26,Buenos Aires,Tango,Ascanio Donato,"Víctor Soliño, Roberto Fontaina",1928,RCA-Victor 47003 44386,
6166,T.B.C.,Orquesta Florindo Sassone,Roberto Chanel,1952-12-05,Buenos Aires,Tango,Ascanio Donato,"Víctor Soliño, Roberto Fontaina",1928,RCA-Victor 63-0252 0303,
6167,Tabaco,Orquesta Aníbal Troilo,Francisco Fiorentino,1944-03-30,Buenos Aires,Tango,Armando Pontier,José María Contursi,1944,RCA-Victor 60-0400 79596,
6168,Tabaco,Orquesta Leopoldo Federico,Julio Sosa,1963-04-23,Buenos Aires,Tango,Armando Pontier,José María Contursi,1944,CBS-Columbia 8425 3729,
6169,Tabaco,Orquesta Mario Maurano,Libertad Lamarque,1944-05-22,Buenos Aires,Tango,Armando Pontier,José María Contursi,1944,,1961
6170,Tabaco,Orquesta Miguel Caló,Raúl Iriarte,1944-06-14,Buenos Aires,Tango,Armando Pontier,José María Contursi,1944,Odeon 8389 13871,
6172,Tabernero (El tabernero),,Carlos Gardel,1927-12-16,Barcelona,Tango,"Fausto Frontera, Miguel Cafre",Raúl Costa Oliveri,1927,Odeon 18955 SO-4557,769
6173,Tabernero (El tabernero),Orquesta Aníbal Troilo,Francisco Fiorentino,1941-05-28,Buenos Aires,Tango,"Fausto Frontera, Miguel Cafre",Raúl Costa Oliveri,1927,RCA-Victor 39229 39880,612
6174,Tabernero (El tabernero),Orquesta Francisco Rotundo,Enrique Campos,1952-01-31,Buenos Aires,Tango,"Fausto Frontera, Miguel Cafre",Raúl Costa Oliveri,1927,Odeon 55393 18343,
6175,Tabernero (El tabernero),Orquesta José Basso,Francisco Fiorentino,1949-05-27,Buenos Aires,Tango,"Fausto Frontera, Miguel Cafre",Raúl Costa Oliveri,1927,Odeon 30752 17303,
6176,Tabú [b],Orquesta Antonio Rodio,Mario Pomar,1943-05-11,Buenos Aires,Milonga,Ernesto Rossi,Justo Ricardo Thompson,,Odeon 7600 12755,
6178,Taconeando,Orquesta Francisco Canaro,Carlos Gardel,1931-10-26,Buenos Aires,Tango,Pedro Maffia,José Horacio Staffolani,1930,Odeon 18857 6915,852
6179,Taconeando,Orquesta Pedro Laurenz,Juan Carlos Casas,1942-06-16,Buenos Aires,Tango,Pedro Maffia,José Horacio Staffolani,1930,RCA-Victor 39635 69764,
6185,Tal vez (Adiós en flor),Orquesta Miguel Caló,Roberto Rufino,1966-09-27,Buenos Aires,Tango,Juan Schellemberg,José Arenas,,Odeon LDB-114 32813,
6188,Tal vez será mi alcohol,Orquesta Lucio Demare,Raúl Berón,1943-05-06,Buenos Aires,Tango,Lucio Demare,Homero Manzi,1943,Odeon 8065 12757,
6189,Tal vez será mi alcohol,Orquesta Mario Maurano,Libertad Lamarque,1943-06-25,Buenos Aires,Tango,Lucio Demare,Homero Manzi,1943,,3646
6190,Tal vez será su voz,Orquesta Aníbal Troilo,Alberto Marino,1943-08-04,Buenos Aires,Tango,Lucio Demare,Homero Manzi,1943,RCA-Victor 60-0189 77122,
6191,Tal vez será su voz,Orquesta Lucio Demare,Raúl Berón,1943-09-13,Buenos Aires,Tango,Lucio Demare,Homero Manzi,1943,Odeon 8065 13130,
6193,Tallador,Orquesta Aníbal Troilo,Instrumental,1969-10-10,Buenos Aires,Tango,Domingo Mattio,,,RCA-Victor AVL-3918 9545,
6194,Tamar,Orquesta Aníbal Troilo,Roberto Goyeneche,1963-06-05,Buenos Aires,Tango,Osvaldo Berlingieri,Oscar Núñez,,RCA-Victor AVL-3528 3865,1126
6195,Tambor moreno,Orquesta Juan D'Arienzo,"Armando Laborde, Jorge Valdez",1964-10-02,Buenos Aires,Milonga,"Juan Polito, Carlos Lazzari, Ángel Gatti","Juan Polito, Carlos Lazzari, Ángel Gatti",,RCA-Victor AVL-3556 RAAN-4548,
6196,Tan grande y tan zonzo,,Carlos Gardel,1929-06-21,Buenos Aires,Tango,Anselmo Aieta,Enrique Dizeo,,Odeon 18282 4276,6221
6197,Tan lejos,Orquesta Alberto Mancione,"Jorge Ledesma, Héctor Alvarado",1954-07-05,Buenos Aires,Tango,José Dames,Horacio Sanguinetti,,RCA-Victor,
6198,Tan solo cuatro besos,Orquesta Alfredo De Angelis,Alberto Cuello,1967-04-03,Buenos Aires,Tango,Américo Pinella,Juan Tiggi,,Odeon 7231-B 33307,
6199,Tan solo por verte,Orquesta Francini-Pontier,Julio Sosa,1950-05-11,Buenos Aires,Tango,Fernando Cabarcos,Alfredo Lorenzo,1950,RCA-Victor 60-1974 93696,
6201,Tan solo tú,Orquesta Francisco Canaro,Myrna Mores,1940-10-28,Buenos Aires,Tango,Mariano Mores,Marvil,1940,Odeon 5175 10796,888
6202,Tango (Voz de tango),Orquesta Ricardo Tanturi,Alberto Castillo,1942-07-20,Buenos Aires,Tango,Sebastián Piana,Homero Manzi,,RCA-Victor 39662 69808,
6203,Tango [b],,Nelly Omar,1997-11-05,Buenos Aires,Tango,Alberto Lago,Américo Cipriano,,Magenta 512.510,
6204,Tango amigo,Orquesta Francisco Lomuto,Carmen Del Moral,1939-12-07,Buenos Aires,Tango,Francisco Lomuto,Manuel Romero,1931,RCA-Victor 38799 12924,6911
6205,Tango amigo,Orquesta Juan D'Arienzo,Armando Laborde,1974-12-11,Buenos Aires,Tango,Francisco Lomuto,Manuel Romero,1931,RCA-Victor AVS-4308 RAAN-16797,
6206,Tango argentino,,Carlos Gardel,1929-12-11,Buenos Aires,Tango,Juan Maglio,Alfredo Bigeschi,1929,Odeon S/E 5033,7608
6212,Tango de la medianoche,Orquesta Juan D'Arienzo,Armando Laborde,1953-12-28,Buenos Aires,Tango,Armando Venanzi,Héctor Marcó,,RCA-Victor 68-1408 1889,
6218,Tango del colectivo,Orquesta Aníbal Troilo,Roberto Goyeneche,1968-12-04,Buenos Aires,Tango,Armando Pontier,Federico Silva,,RCA-Victor AVL-3829 8564,
6222,Tango internacional,"Bandoneón: Miguel Arrabal. Piano, bajo y arreglos: Juan Carlos Lo Yacono",Horacio Ravera,2013-05-07,Buenos Aires,Tango,Horacio Ravera,Horacio Ravera,,Particular,7216
6232,Tango sin letra,,Tita Galatro,1933-10-24,Buenos Aires,Tango,Cátulo Castillo,Venancio Clauso,,Odeon 13650,1874
6234,Tango y copas (Otro tango),Orquesta Aníbal Troilo,Alberto Marino,1943-04-05,Buenos Aires,Tango,Héctor Artola,Carlos Bahr,1943,RCA-Victor 60-0035 84289,
6235,Tango y copas (Otro tango),Orquesta Miguel Caló,Raúl Iriarte,1943-08-10,Buenos Aires,Tango,Héctor Artola,Carlos Bahr,1943,Odeon 8379 13010,
6237,Tango y turf [selección],Orquesta Alfredo De Angelis,"Juan Carlos Godoy, Lalo Martel",1962-05-28,Buenos Aires,Tango,Varios autores,Varios autores,,Odeon 2023-A 27925,
6244,Tanguera,Orquesta Mariano Mores,Instrumental,1957-04-30,Buenos Aires,Tango,Mariano Mores,,,Odeon,613
6245,Tanguistoria,Orquesta Aníbal Troilo,Roberto Goyeneche,1968-12-04,Buenos Aires,Tango,Armando Pontier,Federico Silva,,RCA-Victor AVL-3829 8561,
6248,Tanto,Orquesta Ángel Vargas dir: Eduardo Del Piano,Ángel Vargas,1949-02-07,Buenos Aires,Tango,Elías Randal,Carlos Bahr,,RCA-Victor 60-1752 91211,
6249,Tanto,Orquesta Miguel Caló,Mario Cané,1948-12-15,Buenos Aires,Tango,Elías Randal,Carlos Bahr,,Odeon 30026 17166,
6250,Tapera,Orquesta Aníbal Troilo,Edmundo Rivero,1947-10-24,Buenos Aires,Tango,Hugo Gutiérrez,Homero Manzi,1947,RCA-Victor 60-1474 83715,
6252,Taquito militar,Orquesta Aníbal Troilo,Instrumental,1954-09-06,Buenos Aires,Milonga,Mariano Mores,Dante Gilardoni,1952,T.K. S 5347 882,
6254,Tarareando,Orquesta Carlos Di Sarli,Roberto Rufino,1942-08-12,Buenos Aires,Tango,"Juan José Guichandut, Oscar Rubens","Juan José Guichandut, Oscar Rubens",,RCA-Victor 39691 69867,
6255,Tarareando,Orquesta Miguel Caló,Raúl Berón,1942-07-29,Buenos Aires,Tango,"Juan José Guichandut, Oscar Rubens","Juan José Guichandut, Oscar Rubens",,Odeon 8366 12134,
6259,Tarde,Orquesta Leopoldo Federico,Julio Sosa,1962-04-17,Buenos Aires,Tango,José Canet,José Canet,1947,CBS-Columbia 8340 2920,
6261,Tarde azul [b],Orquesta Don Américo - dir: Américo Belloto,María de la Fuente,1946-08-02,Buenos Aires,Bolero,William Gilbert,B. Worth,,Odeon 32251 15708,
6263,Tarde gris,,Carlos Gardel,1930-06-17,Buenos Aires,Tango,Juan Bautista Guido,Luis Rubistein,1930,Odeon 18841 5740,499
6264,Tarde gris,Orquesta Aníbal Troilo,Floreal Ruiz,1946-06-14,Buenos Aires,Tango,Juan Bautista Guido,Luis Rubistein,1930,RCA-Victor 60-0983 82163,
6265,Tarde gris,Orquesta Miguel Caló,Raúl Iriarte,1946-12-12,Buenos Aires,Tango,Juan Bautista Guido,Luis Rubistein,1930,Odeon 30014 16095,
6266,Tarde gris,Orquesta Osmar Maderna,Pedro Dátila,1946-11-23,Buenos Aires,Tango,Juan Bautista Guido,Luis Rubistein,1930,RCA-Victor 60-1133,
6269,Taruchito,Orquesta Ricardo Malerba,Instrumental,1957-01-07,Buenos Aires,Tango,"Ricardo Malerba, José Di Pilato",,,Odeon 33283,
6270,Tata llevame pa'l centro,Orquesta Francisco Rotundo,María de la Fuente,1957-09-19,Buenos Aires,Tango,Félix Scolati Almeyda,Enrique Maroni,,Odeon 14205 MAI-2141,
6272,Tata no quiere,Orquesta Aníbal Troilo,Aldo Calderón,1951-02-19,Buenos Aires,Milonga,René Ruiz,Charrúa,,T.K. S 5028 63,
6273,Tata no quiere,Guitarras de Roberto Grela,Nelly Omar,1951-08-29,Buenos Aires,Milonga,René Ruiz,Charrúa,,Odeon,
6275,Te aconsejo que me olvides,,Carlos Gardel,1928-10-11,Paris,Tango,Pedro Maffia,Jorge Curi,1926,Odeon 18259 KI-1850/1,3817
6276,Te aconsejo que me olvides,Orquesta Alberto Mancione,Francisco Fiorentino,1950-12-29,Buenos Aires,Tango,Pedro Maffia,Jorge Curi,1926,RCA-Victor 60-2091-A 94034/1,
6277,Te aconsejo que me olvides,Orquesta Aníbal Troilo,Francisco Fiorentino,1941-04-16,Buenos Aires,Tango,Pedro Maffia,Jorge Curi,1926,RCA-Victor 39299 39853,1883
6278,Te aconsejo que me olvides,Orquesta Osvaldo Pugliese,Juan Carlos Cobos,1954-05-13,Buenos Aires,Tango,Pedro Maffia,Jorge Curi,1926,Odeon 55927 19487,
6279,Te acordás reo,,Tita Merello,1927-08-03,Buenos Aires,Tango,Emilio Fresedo,Emilio Fresedo,,Odeon,
6280,Te burlas tristeza,Orquesta Rodolfo Biagi,Hugo Duval,1960-07-28,Buenos Aires,Tango,Edmundo Baya,Julio César Curi,,Columbia 209409 2320,
6282,Te creía como todas,Orquesta Héctor Varela,Raúl Lavié,1957-09-12,Buenos Aires,Tango,"Ernesto Rossi, Ángel Cabral",Alfredo Dalton,,Columbia-CBS 20700 1261,2905
6283,Te espero en Rodríguez Peña,Orquesta Francisco Canaro,Enrique Lucero,1946-07-30,Buenos Aires,Tango,Héctor Varela,Carlos Waiss,1946,Odeon,6234
6284,Te estaba esperando,Orquesta Alfredo Gobbi,Alfredo Del Río,1956-04-16,Buenos Aires,Tango,Roberto Giménez,Roberto Giménez,,RCA-Victor 1A-0828 SO4929,
6285,Te estaba esperando,Orquesta Ángel Vargas dir: Edelmiro D'Amario,Ángel Vargas,1956-04-12,Buenos Aires,Tango,Roberto Giménez,Roberto Giménez,,RCA-Victor 68-2369 SO-4925,
6286,Te estaba esperando,Orquesta Osvaldo Pugliese,Miguel Montero,1956-08-02,Buenos Aires,Tango,Roberto Giménez,Roberto Giménez,,Odeon 51969 21181,
6289,Te fuiste hermano,,Carlos Gardel,1927-09-23,Buenos Aires,Tango,Alberto Tavarozzi,Eugenio Cárdenas,,Odeon 18225 E-1373,3337
6290,Te fuiste ja ja,,Carlos Gardel,1929-06-21,Buenos Aires,Tango,Gerardo Matos Rodríguez,Juan Bautista Abad Reyes,1929,Odeon 18274 4275/1,831
6291,Te has comprado un automóvil,,Tita Merello,1930-11-30,Buenos Aires,Tango,Antonio Tanturi,César Garrigos,,RCA-Victor 47560,
6292,Te juro madre mía [b],Orquesta Florindo Sassone,Roberto Chanel,1949-08-02,Buenos Aires,Tango,Juan Marini,José Sassone,,RCA-Victor 60-1828 91372,
6293,Te llaman malevo,Orquesta Aníbal Troilo,Ángel Cárdenas,1957-07-10,Buenos Aires,Tango,Aníbal Troilo,Homero Expósito,,Odeon 52185 22265,
6294,Te llaman malevo,Orquesta Aníbal Troilo,Tito Reyes,1965-10-01,Buenos Aires,Tango,Aníbal Troilo,Homero Expósito,,RCA-Victor AVL-3632 5386,
6295,Te llaman malevo,Orquesta Alberto Di Paulo,Nelly Omar,1983-05-30,Buenos Aires,Tango,Aníbal Troilo,Homero Expósito,,Magenta 12.001,
6300,Te odio,Orquesta José Basso,Oscar Ferrari,1951-09-11,Buenos Aires,Tango,Francisco Pracánico,Celedonio Flores,1929,Odeon 55307 18180,
6301,Te odio,Orquesta Rodolfo Biagi,Alberto Lago,1942-02-02,Buenos Aires,Tango,Francisco Pracánico,Celedonio Flores,1929,Odeon 5630 11789,
6305,Te pintaste los ojos,Orquesta Osvaldo Fresedo,Instrumental,1927-04-26,Buenos Aires,Tango,Osvaldo Fresedo,,,Odeon 5135 668,7493
6307,Te quiero,Orquesta Alfredo De Angelis,Oscar Larroca,1957-12-26,Buenos Aires,Tango,Francisco Canaro,Francisco Canaro,1932,Odeon 52273-A 22774,
6308,Te quiero,Orquesta Osvaldo Pugliese,Abel Córdoba,1974-09-27,Buenos Aires,Tango,Francisco Canaro,Francisco Canaro,1932,Odeon 6210 41723,
6311,Te quiero,Orquesta Raúl Garello,Rosanna Falasca,1976-04-15,Buenos Aires,Tango,Francisco Canaro,Francisco Canaro,1932,EMI-Odeon 6294,
6314,Te quiero por buena,Orquesta José Basso,Floreal Ruiz,1959-12-01,Buenos Aires,Tango,"Floreal Ruiz, Roberto Rufino",Carlos Russo,,Odeon 52561 24769,
6318,Tecleando,Orquesta Alfredo De Angelis,Instrumental,1977-01-21,Buenos Aires,Tango,Carlos Figari,,,Odeon 6505-B 43304,
6321,Tedio,Orquesta Aníbal Troilo,Alberto Marino,1945-12-18,Buenos Aires,Tango,Miguel Bucino,Miguel Bucino,1945,RCA-Victor 60-0847 80936,
6322,Tedio,Orquesta Miguel Caló,Roberto Arrieta,1945-09-14,Buenos Aires,Tango,Miguel Bucino,Miguel Bucino,1945,Odeon 30005 14911,
6323,Telarañas,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1951-05-29,Buenos Aires,Tango,Andrés Domenech,Jesús Fernández Blanco,,Odeon 55261-B 18035,
6324,Telón,Orquesta Lucio Demare,Juan Carlos Miranda,1938-06-13,Buenos Aires,Tango,Lucio Demare,Homero Manzi,1938,Odeon 8050 9449,1397
6326,Tema otoñal,Orquesta Aníbal Troilo,Instrumental,1967-09-20,Buenos Aires,Tango,Enrique Francini,,,RCA-Victor AVL-3775 7234,
6327,Tema otoñal,,Instrumental,1968-10-08,Buenos Aires,Tango,Enrique Francini,,,RCA-Victor,1664
6328,Temas de carnaval [selección],Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1956-04-03,Buenos Aires,Tango,Varios autores,Varios autores,,Odeon 51919-B 20881,
6329,Temblando,Orquesta Aníbal Troilo,Francisco Fiorentino,1944-03-30,Buenos Aires,Vals,Alberto Acuña,Charrúa,1945,RCA-Victor 60-0416 79598,
6330,Temblando,Orquesta Pedro Laurenz,Carlos Bermúdez,1944-04-26,Buenos Aires,Vals,Alberto Acuña,Charrúa,1945,Odeon 7638 13843,
6332,Temo,Orquesta Típica Victor,Mario Pomar,1940-05-10,Buenos Aires,Vals,Mario Rafaelli,Atilio Perasso,1940,RCA-Victor 38979 39287,7449
6333,Tendrás que llorar,,Carlos Gardel,1900-01-01,Buenos Aires,Vals,Cristino Tapia,Cristino Tapia,,Odeon 18075 1309,7082
6337,Tenemos que abrirnos,Orquesta Francini-Pontier,Julio Sosa,1952-10-24,Buenos Aires,Tango,Alberto Acuña,Agustín Irusta,1933,RCA-Victor 63-0223 80191,
6338,Tengo,Orquesta Miguel Caló,Roberto Luque,1963-11-19,Buenos Aires,Tango,Roberto Pérez Prechi,Eugenio Majul,,Odeon DTOA-2083 29629,
6339,Tengo calle,Orquesta Osvaldo Pugliese,Instrumental,1980-06-03,Buenos Aires,Tango,Silvio Pucci,,,Odeon 6160 45263,
6340,Tengo miedo,,Alberto Vila,1929-07-24,Buenos Aires,Tango,José María Aguilar,Celedonio Flores,1928,RCA-Victor 47132-B,1262
6341,Tengo miedo,Orquesta Armando Pontier,Julio Sosa,1958-06-20,Buenos Aires,Tango,José María Aguilar,Celedonio Flores,1928,CBS-Columbia 8180 1538,
6342,Tengo miedo,Orquesta Francisco Rotundo,Carlos Roldán,1949-09-30,Buenos Aires,Tango,José María Aguilar,Celedonio Flores,1928,Odeon 30654 17442,
6345,Tengo que verte mañana,Orquesta Alfredo De Angelis,"Carlos Aguirre, Alberto Cuello",1967-04-05,Buenos Aires,Tango,"Alfredo De Angelis, Gigí De Angelis",Pedro Gallelli,,Odeon 260-A 33316,
6349,Tenía que suceder,Orquesta Alfredo De Angelis,Carlos Dante,1955-05-24,Buenos Aires,Tango,Arturo Gallucci,Julio Camilloni,,Odeon 51753-B 20187,
6350,Tenía que suceder,Orquesta Carlos Di Sarli,Mario Pomar,1955-06-20,Buenos Aires,Tango,Arturo Gallucci,Julio Camilloni,,RCA-Victor 1A-0459 S3874,
6351,Testamento de arrabal,Orquesta Osvaldo Pugliese,Jorge Vidal,1949-12-07,Buenos Aires,Tango,Oscar Castagniaro,Raúl Hormaza,1949,Odeon 30608 17515,
6354,Tiempo,Orquesta Osmar Maderna,Orlando Verri,1947-03-20,Buenos Aires,Tango,Osvaldo Ruggiero,Francisco García Jiménez,1946,RCA-Victor 60-1255,
6355,Tiempo,Orquesta Osvaldo Pugliese,Roberto Chanel,1946-07-31,Buenos Aires,Tango,Osvaldo Ruggiero,Francisco García Jiménez,1946,Odeon 7685 15701,
6358,Tiempo de tranvías,Orquesta Osvaldo Pugliese,Abel Córdoba,1981-07-01,Buenos Aires,Tango,Raúl Garello,Héctor Negro,,Odeon 6449 45882,
6360,Tiempos viejos,Orquesta Armando Pontier,Julio Sosa,1956-04-13,Buenos Aires,Tango,Francisco Canaro,Manuel Romero,1926,RCA-Victor 68-2370 S-4928,
6361,Tiempos viejos,Orquesta Leopoldo Federico,Julio Sosa,1963-10-16,Buenos Aires,Tango,Francisco Canaro,Manuel Romero,1926,CBS-Columbia 8425 3758,
6362,Tiempos viejos,Orquesta Osvaldo Pugliese,Abel Córdoba,1976-10-13,Buenos Aires,Tango,Francisco Canaro,Manuel Romero,1926,Odeon 6933 43165,
6364,Tiempos viejos,Orquesta Juan D'Arienzo,Armando Laborde,1965-08-12,Buenos Aires,Tango,Francisco Canaro,Manuel Romero,1926,RCA-Victor AVL-3603 RAAM-5275,
6365,Tiene razón amigazo,Orquesta Alfredo De Angelis,Julio Martel,1946-08-23,Buenos Aires,Tango,Alfredo Calabró,Enrique Dizeo,,Odeon 3799-B 17767,
6366,Tiene razón amigazo,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1954-11-22,Buenos Aires,Tango,Alfredo Calabró,Enrique Dizeo,,RCA-Victor 68-1993 SO-3639,
6367,Tiene razón amigazo,Orquesta Ricardo Tanturi,Roberto Videla,1946-04-23,Buenos Aires,Tango,Alfredo Calabró,Enrique Dizeo,,RCA-Victor 60-0921 82084,
6368,Tiento crudo,Orquesta Ángel D'Agostino,"Rubén Cané, Tino García",1954-01-26,Buenos Aires,Tango,Víctor Braña,Enrique Gaudino,,RCA-Victor 68-1475 SO-1942,
6369,Tiernamente,Orquesta Astor Piazzolla,Aldo Campoamor,1947-04-15,Buenos Aires,Tango,Agustín Bardi,Mario Battistella,,Odeon 30357 16388,1881
6371,Tierra hermana,,Carlos Gardel,1927-10-22,Buenos Aires,Tango,Guillermo Barbieri,Eugenio Cárdenas,,Odeon 18230 E-1609,1922
6372,Tierra negra,Orquesta Carlos Di Sarli,Instrumental,1943-12-17,Buenos Aires,Tango,"Juan Noli, Graciano De Leone",Francisco Bastardi,,RCA-Victor 60-0331 77466,
6374,Tierra querida,Orquesta José Basso,Instrumental,1961-04-21,Buenos Aires,Tango,Julio De Caro,Luis Díaz,,Odeon LDS-818 26246,
6375,Tierra querida,Orquesta Julio De Caro,Instrumental,1927-09-12,Buenos Aires,Tango,Julio De Caro,Luis Díaz,,RCA-Victor 79924 1420,754
6376,Tierra querida,Orquesta Miguel Caló,Instrumental,1945-01-19,Buenos Aires,Tango,Julio De Caro,Luis Díaz,,Odeon 8396 11408,
6377,Tierra querida,Orquesta Miguel Caló,Instrumental,1969-03-28,Buenos Aires,Tango,Julio De Caro,Luis Díaz,,Odeon LDB-175 35502,
6378,Tierra querida,Orquesta Osvaldo Pugliese,Instrumental,1944-07-06,Buenos Aires,Tango,Julio De Caro,Luis Díaz,,Odeon 7665 13924,
6380,Tierrita,Orquesta Aníbal Troilo,Instrumental,1963-04-25,Buenos Aires,Tango,Agustín Bardi,Juan Andrés Caruso,,RCA-Victor AVL-3461 3807,
6381,Tierrita,Orquesta Aníbal Troilo,Instrumental,1961-08-23,Buenos Aires,Tango,Agustín Bardi,Juan Andrés Caruso,,RCA-Victor AVL-3416 2696,
6382,Tierrita,Orquesta Ricardo Tanturi,Instrumental,1937-06-23,Buenos Aires,Tango,Agustín Bardi,Juan Andrés Caruso,,Odeon 7130 9077,
6384,Tierrita [b],Orquesta Alfredo Gobbi,Héctor Maciel,1948-05-12,Buenos Aires,Tango,Agustín Bardi,Jesús Fernández Blanco,,RCA-Victor 60-1594 83917,
6385,Tigre viejo,Orquesta Osvaldo Fresedo,Instrumental,1934-08-16,Buenos Aires,Tango,Salvador Grupillo,,,Victor 37632 86574,614
6387,Tinieblas,Orquesta Carlos Marcucci,Roberto Díaz,1930-10-16,Buenos Aires,Tango,Elvino Vardaro,Juan Velich,,RCA-Victor 47517,1969
6389,Tinta roja,Orquesta Alberto Mancione,Francisco Fiorentino,1950-07-28,Buenos Aires,Tango,Sebastián Piana,Cátulo Castillo,1941,RCA-Victor 60-2006-B 93806/1,
6390,Tinta roja,Orquesta Aníbal Troilo,Roberto Goyeneche,1971-04-26,Buenos Aires,Tango,Sebastián Piana,Cátulo Castillo,1941,RCA-Victor AVL-4025 11197,
6391,Tinta roja,Orquesta Aníbal Troilo,Francisco Fiorentino,1941-10-23,Buenos Aires,Tango,Sebastián Piana,Cátulo Castillo,1941,RCA-Victor 39487 59844,
6393,Tinta roja,Orquesta Osvaldo Piro,Roberto Achával,1978-11-27,Buenos Aires,Tango,Sebastián Piana,Cátulo Castillo,1941,RCA-Victor AVS-4630,
6394,Tinta roja,Orquesta Osvaldo Pugliese,Instrumental,1972-04-25,Buenos Aires,Tango,Sebastián Piana,Cátulo Castillo,1941,Odeon 6897 39282,
6396,Tinta verde,Orquesta Aníbal Troilo,Instrumental,1938-03-07,Buenos Aires,Tango,Agustín Bardi,,,Odeon 7160 9327,889
6397,Tinta verde,Orquesta Aníbal Troilo,Instrumental,1970-11-23,Buenos Aires,Tango,Agustín Bardi,,,RCA-Victor AVL-4006 10891,
6398,Tinta verde,Orquesta Carlos Di Sarli,Instrumental,1945-10-30,Buenos Aires,Tango,Agustín Bardi,,,RCA-Victor 60-0879 80864,
6399,Tinta verde,Orquesta Carlos Di Sarli,Instrumental,1954-09-14,Buenos Aires,Tango,Agustín Bardi,,,RCA-Victor 1A-0117 S3343,
6400,Tinta verde,Orquesta Lucio Demare,Instrumental,1942-12-09,Buenos Aires,Tango,Agustín Bardi,,,Odeon 8060-A 12436,
6404,Tiny,Orquesta Osvaldo Pugliese,Instrumental,1945-12-18,Buenos Aires,Tango,"Pedro Maffia, Julio De Caro",,,Odeon 7680 15197,
6405,Tirame una serpentina,Orquesta Alfredo De Angelis,Carlos Dante,1956-12-11,Buenos Aires,Tango,Anselmo Aieta,Juan Sarcione,,Odeon 52078-A 21652,
6407,Títere,Orquesta Osmar Maderna,Mario Pomar,1948-04-05,Buenos Aires,Tango,Venancio Clauso,Venancio Clauso,,RCA-Victor 60-1567,
6408,Titina (Yo busco a mi pebeta),,Instrumental,1925-07-03,Buenos Aires,Foxtrot,Léo Daniderff,,,RCA-Victor 79609 705,
6409,Titiriteros,,Carlos Gardel,1930-08-21,Buenos Aires,Tango,Salvador Merico,Eduardo Beccar,1930,Odeon 5956,518
6412,Toda mi vida,Cuarteto Aníbal Troilo,Instrumental,1968-08-05,Buenos Aires,Tango,Aníbal Troilo,José María Contursi,1941,RCA-Victor AVL-3871 7997,
6413,Toda mi vida,Orquesta Aníbal Troilo,Roberto Goyeneche,1971-04-24,Buenos Aires,Tango,Aníbal Troilo,José María Contursi,1941,RCA-Victor AVL-4025 11200,
6414,Toda mi vida,Orquesta Aníbal Troilo,Francisco Fiorentino,1941-03-04,Buenos Aires,Tango,Aníbal Troilo,José María Contursi,1941,RCA-Victor 39256 39824,
